port,product,source,value
Dunkerque,Fruits secs et noix,france,19144.9
Dunkerque,Fruits secs et noix,foreign,28147.0
Dunkerque,Beurre,france,443.0
Dunkerque,Beurre,foreign,48838.0
Dunkerque,"Brai, goudron et résines",france,14345.0001395
Dunkerque,"Brai, goudron et résines",foreign,41536.0
Dunkerque,Cacao et chocolat,france,4000.0
Dunkerque,Cacao et chocolat,foreign,6504.0
Dunkerque,Café,france,32167.5
Dunkerque,Café,foreign,4136305.0
Dunkerque,Drogues diverses,france,1227.0
Dunkerque,Drogues diverses,foreign,21382.0
Dunkerque,Poivre et piment,france,5554.5
Dunkerque,Poivre et piment,foreign,313990.0
Dunkerque,Fruits frais,france,11748.8
Dunkerque,Fruits frais,foreign,541265.0
Dunkerque,Divers mélangés,france,4327.0
Dunkerque,Divers mélangés,foreign,372336.0
Dunkerque,"Cuirs, peaux et pelleterie",france,112330.0
Dunkerque,"Cuirs, peaux et pelleterie",foreign,438598.0
Dunkerque,Savon,france,15866.150007000002
Dunkerque,Savon,foreign,0
Dunkerque,Sucre,france,3755.5
Dunkerque,Sucre,foreign,3683421.0
Dunkerque,Vins divers,france,2182.6
Dunkerque,Vins divers,foreign,164861.0
Dunkerque,Cendres diverses,france,3215.0
Dunkerque,Cendres diverses,foreign,73980.0
Dunkerque,"Gravelée, potasse et védasse",france,15727.5
Dunkerque,"Gravelée, potasse et védasse",foreign,723273.0
Dunkerque,Chanvre,france,144.0
Dunkerque,Chanvre,foreign,162862.0
Dunkerque,Colles diverses,france,2665.0
Dunkerque,Colles diverses,foreign,10118.0
Dunkerque,Eaux-de-vie et liqueurs,france,92286.10001000001
Dunkerque,Eaux-de-vie et liqueurs,foreign,2322188.0
Dunkerque,Graines diverses et mélangées,france,450.0
Dunkerque,Graines diverses et mélangées,foreign,5495.0
Dunkerque,Graines grasses,france,42060.0
Dunkerque,Graines grasses,foreign,93843.0
Dunkerque,Huile de poisson,france,9917.0
Dunkerque,Huile de poisson,foreign,16477.0
Dunkerque,Plomb,france,6877.0
Dunkerque,Plomb,foreign,0
Dunkerque,Poissons et fruits de mer,france,817139.0
Dunkerque,Poissons et fruits de mer,foreign,228386.0
Dunkerque,Graisses diverses,france,4900.24998025
Dunkerque,Graisses diverses,foreign,5363.0
Dunkerque,Combustibles dont charbons et bois,france,816.0
Dunkerque,Combustibles dont charbons et bois,foreign,212151.0
Dunkerque,Métaux divers et mélangés,france,8064.4
Dunkerque,Métaux divers et mélangés,foreign,1248.0
Dunkerque,Réglisse,france,566.0
Dunkerque,Réglisse,foreign,2776.0
Dunkerque,Drogues médicinales diverses,france,153.0
Dunkerque,Drogues médicinales diverses,foreign,27509.0
Dunkerque,Matières brutes et transformées pour teinture,france,2619.6400000000003
Dunkerque,Matières brutes et transformées pour teinture,foreign,244300.0
Dunkerque,Ouvrages métalliques,france,9966.4502
Dunkerque,Ouvrages métalliques,foreign,1128500.0
Dunkerque,Fromage,france,2096.96
Dunkerque,Fromage,foreign,107533.0
Dunkerque,Riz,france,118189.5
Dunkerque,Riz,foreign,172740.0
Dunkerque,Sel,france,764001.0
Dunkerque,Sel,foreign,323669.0
Dunkerque,Salpêtre et soufre,france,137.7
Dunkerque,Salpêtre et soufre,foreign,0
Dunkerque,"Bougies, chandelles et flambeaux",france,2289.9999924
Dunkerque,"Bougies, chandelles et flambeaux",foreign,22093.0
Dunkerque,Matières premières diverses,france,3015.9
Dunkerque,Matières premières diverses,foreign,80153.0
Dunkerque,Bois divers hors combustible,france,2003.0
Dunkerque,Bois divers hors combustible,foreign,11612.0
Dunkerque,Fer,france,1169.0
Dunkerque,Fer,foreign,498.0
Dunkerque,Fer-blanc,france,11180.500146499999
Dunkerque,Fer-blanc,foreign,89144.0
Dunkerque,Huiles diverses,france,9739.319965179999
Dunkerque,Huiles diverses,foreign,48739.0
Dunkerque,Huile d'olive à manger,france,706.0
Dunkerque,Huile d'olive à manger,foreign,409069.0
Dunkerque,"Ouvrages de bois, liège et jonc",france,39616.4
Dunkerque,"Ouvrages de bois, liège et jonc",foreign,265946.0
Dunkerque,Boissons diverses et mélangées,france,760.0
Dunkerque,Boissons diverses et mélangées,foreign,8800.0
Dunkerque,"Meubles, glaces et miroirs",france,12326.0
Dunkerque,"Meubles, glaces et miroirs",foreign,24175.0
Dunkerque,Toiles de chanvre et de lin,france,21152.59978
Dunkerque,Toiles de chanvre et de lin,foreign,425721.0
Dunkerque,Vins de Bordeaux,france,15134.0
Dunkerque,Vins de Bordeaux,foreign,0
Dunkerque,"Bière, cidre et vinaigre",france,19027.0
Dunkerque,"Bière, cidre et vinaigre",foreign,15026.0
Dunkerque,Blé et autres grains comestibles,france,120796.399936
Dunkerque,Blé et autres grains comestibles,foreign,4945263.0
Dunkerque,Légumes,france,12224.99985
Dunkerque,Légumes,foreign,32951.0
Dunkerque,Verrerie,france,8721.45997521
Dunkerque,Verrerie,foreign,58553.0
Dunkerque,Ouvrages divers et mélangés,france,8932.0
Dunkerque,Ouvrages divers et mélangés,foreign,93533.0
Dunkerque,Coton non transformé,france,3320.5
Dunkerque,Coton non transformé,foreign,1161052.0
Dunkerque,Lin,france,0.0
Dunkerque,Lin,foreign,0
Dunkerque,Acier,france,0
Dunkerque,Acier,foreign,15725.0
Dunkerque,Argenterie et orfèvrerie,france,7803.0
Dunkerque,Argenterie et orfèvrerie,foreign,906.0
Dunkerque,"Armes, munitions, poudre et pierres à fusil",france,5100.000004
Dunkerque,"Armes, munitions, poudre et pierres à fusil",foreign,11987.0
Dunkerque,Produits inconnus,france,0
Dunkerque,Produits inconnus,foreign,54026.0
Dunkerque,Bijouterie et pierres fines,france,1445.0
Dunkerque,Bijouterie et pierres fines,foreign,13184.0
Dunkerque,Chevaux et bêtes de somme,france,0
Dunkerque,Chevaux et bêtes de somme,foreign,7900.0
Dunkerque,Bonneterie hors soie,france,3042.0
Dunkerque,Bonneterie hors soie,foreign,253694.0
Dunkerque,Habits et lingerie,france,1486.0
Dunkerque,Habits et lingerie,foreign,97051.0
Dunkerque,Mercerie,france,7745.32
Dunkerque,Mercerie,foreign,93805.0
Dunkerque,Indigo,france,86340.5
Dunkerque,Indigo,foreign,129961.0
Dunkerque,"Porcelaine, poterie, faïence et ouvrages de terre",france,20683.9994
Dunkerque,"Porcelaine, poterie, faïence et ouvrages de terre",foreign,286335.0
Dunkerque,Alcalis,france,0
Dunkerque,Alcalis,foreign,4965.0
Dunkerque,Chairs et œufs,france,44700.0
Dunkerque,Chairs et œufs,foreign,231207.0
Dunkerque,Subsistances diverses et mélangées,france,4672.0
Dunkerque,Subsistances diverses et mélangées,foreign,20375.0
Dunkerque,Chapeaux hors paille et écorce,france,0
Dunkerque,Chapeaux hors paille et écorce,foreign,25946.0
Dunkerque,Chapeaux d'écorce et de paille,france,0
Dunkerque,Chapeaux d'écorce et de paille,foreign,1653.0
Dunkerque,Cire,france,0
Dunkerque,Cire,foreign,50605.0
Dunkerque,Cordage et filets,france,1559.0
Dunkerque,Cordage et filets,foreign,1646.0
Dunkerque,"Cornes, corail, écailles, ivoire et nacre",france,100.0
Dunkerque,"Cornes, corail, écailles, ivoire et nacre",foreign,36680.0
Dunkerque,Étoffes de laine,france,1440.0
Dunkerque,Étoffes de laine,foreign,1708312.0
Dunkerque,Poils et crin,france,0
Dunkerque,Poils et crin,foreign,9605.0
Dunkerque,Fils divers,france,1552.0
Dunkerque,Fils divers,foreign,101543.0
Dunkerque,Divers incertains,france,0
Dunkerque,Divers incertains,foreign,166290.0
Dunkerque,Dentelles,france,0
Dunkerque,Dentelles,foreign,4400.0
Dunkerque,Manne et médicaments,france,266.0
Dunkerque,Manne et médicaments,foreign,29426.0
Dunkerque,Denrées coloniales et épiceries diverses,france,0
Dunkerque,Denrées coloniales et épiceries diverses,foreign,10317.0
Dunkerque,Séné,france,234.0
Dunkerque,Séné,foreign,19537.0
Dunkerque,Azur et cobalt,france,0
Dunkerque,Azur et cobalt,foreign,106485.0
Dunkerque,Alun,france,0
Dunkerque,Alun,foreign,32912.0
Dunkerque,Sels chimiques,france,0
Dunkerque,Sels chimiques,foreign,1200.0
Dunkerque,Céruse et blanc de plomb,france,0
Dunkerque,Céruse et blanc de plomb,foreign,20265.0
Dunkerque,Sirop et mélasse,france,0
Dunkerque,Sirop et mélasse,foreign,4260.0
Dunkerque,Garance,france,0
Dunkerque,Garance,foreign,450.0
Dunkerque,"Alquifoux, mine de plomb et graphite",france,0
Dunkerque,"Alquifoux, mine de plomb et graphite",foreign,5418.0
Dunkerque,Galle,france,0
Dunkerque,Galle,foreign,450.0
Dunkerque,Tabac,france,1502.39999436
Dunkerque,Tabac,foreign,2010579.0
Dunkerque,Verdet,france,0
Dunkerque,Verdet,foreign,3350.0
Dunkerque,Cannelle,france,0
Dunkerque,Cannelle,foreign,10194.0
Dunkerque,Girofle,france,0
Dunkerque,Girofle,foreign,3600.0
Dunkerque,Muscades,france,0
Dunkerque,Muscades,foreign,1356.0
Dunkerque,Objets d'art et d'histoire naturelle,france,3780.0
Dunkerque,Objets d'art et d'histoire naturelle,foreign,855.0
Dunkerque,Étain,france,200.0
Dunkerque,Étain,foreign,45271.0
Dunkerque,Étoffes diverses,france,133.0
Dunkerque,Étoffes diverses,foreign,342590.0
Dunkerque,Toiles de coton,france,534594.0
Dunkerque,Toiles de coton,foreign,3349884.0
Dunkerque,Étoffes de soie,france,0
Dunkerque,Étoffes de soie,foreign,547960.0
Dunkerque,Dorure,france,0
Dunkerque,Dorure,foreign,1800.0
Dunkerque,"Farine, gruau, biscuits et pâtes",france,22668.0
Dunkerque,"Farine, gruau, biscuits et pâtes",foreign,492601.0
Dunkerque,Bâtiments de mer et apparaux,france,0
Dunkerque,Bâtiments de mer et apparaux,foreign,500.0
Dunkerque,Textiles manufacturés divers et mélangés,france,0
Dunkerque,Textiles manufacturés divers et mélangés,foreign,23170.0
Dunkerque,Gommes diverses,france,6976.0
Dunkerque,Gommes diverses,foreign,48778.0
Dunkerque,"Graines de trèfle, de luzerne et de prairie",france,0
Dunkerque,"Graines de trèfle, de luzerne et de prairie",foreign,1356.0
Dunkerque,Graines de jardin,france,0
Dunkerque,Graines de jardin,foreign,324.0
Dunkerque,Horlogerie,france,118.0
Dunkerque,Horlogerie,foreign,2580.0
Dunkerque,Parfumerie et toilette,france,135.0
Dunkerque,Parfumerie et toilette,foreign,7278.0
Dunkerque,Laines non transformées diverses,france,0
Dunkerque,Laines non transformées diverses,foreign,121300.0
Dunkerque,Quincaillerie,france,18974.349564739998
Dunkerque,Quincaillerie,foreign,530936.0
Dunkerque,Bouchons principalement en liège,france,1799.25
Dunkerque,Bouchons principalement en liège,foreign,1800.0
Dunkerque,Librairie,france,11358.0
Dunkerque,Librairie,foreign,12470.0
Dunkerque,Miel,france,0
Dunkerque,Miel,foreign,5445.0
Dunkerque,Châles et mouchoirs hors soie,france,7881.0
Dunkerque,Châles et mouchoirs hors soie,foreign,1276902.0
Dunkerque,Châles et mouchoirs de soie,france,0
Dunkerque,Châles et mouchoirs de soie,foreign,228020.0
Dunkerque,Papier,france,0
Dunkerque,Papier,foreign,36826.0
Dunkerque,Gants,france,0
Dunkerque,Gants,foreign,33060.0
Dunkerque,Plumes brutes,france,241.0
Dunkerque,Plumes brutes,foreign,32313.0
Dunkerque,Plumes ouvrées,france,0
Dunkerque,Plumes ouvrées,foreign,9100.0
Dunkerque,Provisions diverses,france,0
Dunkerque,Provisions diverses,foreign,720.0
Dunkerque,"Faucilles, faux et limes",france,0
Dunkerque,"Faucilles, faux et limes",foreign,4250.0
Dunkerque,Rubanerie et passementerie diverse,france,0
Dunkerque,Rubanerie et passementerie diverse,foreign,7590.0
Dunkerque,Cordonnerie et sellerie,france,0
Dunkerque,Cordonnerie et sellerie,foreign,13011.0
Dunkerque,Soie,france,483044.0
Dunkerque,Soie,foreign,645912.0
Dunkerque,Soieries diverses,france,260.0
Dunkerque,Soieries diverses,foreign,182570.0
Dunkerque,Thé,france,12030.0
Dunkerque,Thé,foreign,856698.0
Dunkerque,Toiles diverses,france,7180.0
Dunkerque,Toiles diverses,foreign,4985992.0
Dunkerque,"Mousseline, basin et nankin",france,833.0
Dunkerque,"Mousseline, basin et nankin",foreign,142556.0
Dunkerque,Animaux,france,8820.0
Dunkerque,Animaux,foreign,0
Dunkerque,Cuivre,france,490.999988
Dunkerque,Cuivre,foreign,0
Dunkerque,Mercure,france,435.0
Dunkerque,Mercure,foreign,0
Dunkerque,Rocou,france,2058.0
Dunkerque,Rocou,foreign,0
Bayonne,Bois des Indes,france,8982.0
Bayonne,Bois des Indes,foreign,0
Bayonne,"Brai, goudron et résines",france,399593.5385921
Bayonne,"Brai, goudron et résines",foreign,0
Bayonne,Chairs et œufs,france,18447.099989399998
Bayonne,Chairs et œufs,foreign,0
Bayonne,Réglisse,france,70842.59997
Bayonne,Réglisse,foreign,0
Bayonne,Eaux-de-vie et liqueurs,france,111020.0
Bayonne,Eaux-de-vie et liqueurs,foreign,2194.0
Bayonne,Laines non transformées diverses,france,1667255.0
Bayonne,Laines non transformées diverses,foreign,0
Bayonne,Bouchons principalement en liège,france,3512.5
Bayonne,Bouchons principalement en liège,foreign,0
Bayonne,Divers mélangés,france,7017.00005
Bayonne,Divers mélangés,foreign,300.0
Bayonne,Plumes brutes,france,12240.0
Bayonne,Plumes brutes,foreign,0
Bayonne,Cacao et chocolat,france,8450.5
Bayonne,Cacao et chocolat,foreign,38815.0
Bayonne,Café,france,0
Bayonne,Café,foreign,192366.0
Bayonne,Drogues médicinales diverses,france,4512.0
Bayonne,Drogues médicinales diverses,foreign,1714.0
Bayonne,Coton non transformé,france,0
Bayonne,Coton non transformé,foreign,6718.0
Bayonne,Indigo,france,10224.0
Bayonne,Indigo,foreign,5548.0
Bayonne,Sucre,france,182940.3
Bayonne,Sucre,foreign,599740.0
Bayonne,Bois divers hors combustible,france,162655.0
Bayonne,Bois divers hors combustible,foreign,460.0
Bayonne,Matières brutes et transformées pour teinture,france,9674.75
Bayonne,Matières brutes et transformées pour teinture,foreign,621.0
Bayonne,Fils divers,france,979.0
Bayonne,Fils divers,foreign,1045.0
Bayonne,Subsistances diverses et mélangées,france,900.0
Bayonne,Subsistances diverses et mélangées,foreign,256.0
Bayonne,"Cuirs, peaux et pelleterie",france,149376.0
Bayonne,"Cuirs, peaux et pelleterie",foreign,34875.0
Bayonne,Riz,france,576.3
Bayonne,Riz,foreign,3524.0
Bayonne,Sirop et mélasse,france,0
Bayonne,Sirop et mélasse,foreign,60.0
Bayonne,Tabac,france,2032.0
Bayonne,Tabac,foreign,2372.0
Bayonne,Acier,france,3304.4
Bayonne,Acier,foreign,0
Bayonne,Ouvrages divers et mélangés,france,5165.2
Bayonne,Ouvrages divers et mélangés,foreign,0
Bayonne,Animaux,france,32945.0
Bayonne,Animaux,foreign,0
Bayonne,Beurre,france,1576.6499999999999
Bayonne,Beurre,foreign,0
Bayonne,Bijouterie et pierres fines,france,1170.0
Bayonne,Bijouterie et pierres fines,foreign,0
Bayonne,"Farine, gruau, biscuits et pâtes",france,15903.83
Bayonne,"Farine, gruau, biscuits et pâtes",foreign,0
Bayonne,Textiles manufacturés divers et mélangés,france,2128.0
Bayonne,Textiles manufacturés divers et mélangés,foreign,0
Bayonne,Cire,france,648.0
Bayonne,Cire,foreign,0
Bayonne,Chanvre,france,8977.30006492
Bayonne,Chanvre,foreign,0
Bayonne,Combustibles dont charbons et bois,france,159.0
Bayonne,Combustibles dont charbons et bois,foreign,0
Bayonne,Cordage et filets,france,10480.0
Bayonne,Cordage et filets,foreign,0
Bayonne,Cuivre,france,1515.0
Bayonne,Cuivre,foreign,0
Bayonne,Manne et médicaments,france,8873.0
Bayonne,Manne et médicaments,foreign,0
Bayonne,Quinquina,france,13416.0
Bayonne,Quinquina,foreign,0
Bayonne,Séné,france,758.75
Bayonne,Séné,foreign,0
Bayonne,Céruse et blanc de plomb,france,1201.2
Bayonne,Céruse et blanc de plomb,foreign,0
Bayonne,Garance,france,648.0
Bayonne,Garance,foreign,0
Bayonne,Cannelle,france,28091.0
Bayonne,Cannelle,foreign,0
Bayonne,Girofle,france,7812.0
Bayonne,Girofle,foreign,0
Bayonne,Muscades,france,180.0
Bayonne,Muscades,foreign,0
Bayonne,Poivre et piment,france,37549.5
Bayonne,Poivre et piment,foreign,0
Bayonne,Étain,france,765.0
Bayonne,Étain,foreign,0
Bayonne,Étoffes de laine,france,5550.0
Bayonne,Étoffes de laine,foreign,0
Bayonne,Étoffes de soie,france,1825.0
Bayonne,Étoffes de soie,foreign,0
Bayonne,Lin,france,44177.700000000004
Bayonne,Lin,foreign,0
Bayonne,"Porcelaine, poterie, faïence et ouvrages de terre",france,9316.0
Bayonne,"Porcelaine, poterie, faïence et ouvrages de terre",foreign,0
Bayonne,Fer,france,1633.0
Bayonne,Fer,foreign,0
Bayonne,Ouvrages métalliques,france,277283.96001100005
Bayonne,Ouvrages métalliques,foreign,0
Bayonne,Fer-blanc,france,4431.0
Bayonne,Fer-blanc,foreign,0
Bayonne,Matières premières diverses,france,20766.0
Bayonne,Matières premières diverses,foreign,0
Bayonne,Fromage,france,24379.6
Bayonne,Fromage,foreign,0
Bayonne,Fruits frais,france,879.0
Bayonne,Fruits frais,foreign,0
Bayonne,Mercerie,france,1800.0
Bayonne,Mercerie,foreign,0
Bayonne,Blé et autres grains comestibles,france,1200981.9492438799
Bayonne,Blé et autres grains comestibles,foreign,0
Bayonne,Huiles diverses,france,19799.550450000002
Bayonne,Huiles diverses,foreign,0
Bayonne,Huile d'olive à manger,france,43542.200000000004
Bayonne,Huile d'olive à manger,foreign,0
Bayonne,Légumes,france,10576.0
Bayonne,Légumes,foreign,0
Bayonne,Librairie,france,439.0
Bayonne,Librairie,foreign,0
Bayonne,Argenterie et orfèvrerie,france,14231.4
Bayonne,Argenterie et orfèvrerie,foreign,0
Bayonne,"Ouvrages de bois, liège et jonc",france,29432.5
Bayonne,"Ouvrages de bois, liège et jonc",foreign,0
Bayonne,Bâtiments de mer et apparaux,france,32581.700568660002
Bayonne,Bâtiments de mer et apparaux,foreign,0
Bayonne,Parfumerie et toilette,france,165.0
Bayonne,Parfumerie et toilette,foreign,0
Bayonne,Plomb,france,14883.18
Bayonne,Plomb,foreign,0
Bayonne,Poissons et fruits de mer,france,9048.0
Bayonne,Poissons et fruits de mer,foreign,0
Bayonne,"Faucilles, faux et limes",france,1544.0
Bayonne,"Faucilles, faux et limes",foreign,0
Bayonne,Quincaillerie,france,1066.0
Bayonne,Quincaillerie,foreign,0
Bayonne,Rubanerie et passementerie diverse,france,238.0
Bayonne,Rubanerie et passementerie diverse,foreign,0
Bayonne,Savon,france,53450.4
Bayonne,Savon,foreign,0
Bayonne,Sel,france,62188.0
Bayonne,Sel,foreign,0
Bayonne,Soie,france,900.0
Bayonne,Soie,foreign,0
Bayonne,Salpêtre et soufre,france,663.3
Bayonne,Salpêtre et soufre,foreign,0
Bayonne,"Bougies, chandelles et flambeaux",france,2828.3
Bayonne,"Bougies, chandelles et flambeaux",foreign,0
Bayonne,Graisses diverses,france,25346.4498512
Bayonne,Graisses diverses,foreign,0
Bayonne,Thé,france,147.0
Bayonne,Thé,foreign,0
Bayonne,Toiles de chanvre et de lin,france,1744.0
Bayonne,Toiles de chanvre et de lin,foreign,0
Bayonne,Verrerie,france,5065.08
Bayonne,Verrerie,foreign,0
Bayonne,Vins divers,france,31529.5
Bayonne,Vins divers,foreign,0
Bayonne,Vin de liqueurs,france,14547.116
Bayonne,Vin de liqueurs,foreign,0
Bayonne,Produits inconnus,france,2379.6
Bayonne,Produits inconnus,foreign,0
Bayonne,Salsepareille,france,1710.0
Bayonne,Salsepareille,foreign,0
Bayonne,Toiles de coton,france,165924.0
Bayonne,Toiles de coton,foreign,0
Bayonne,Térébenthine,france,941.0
Bayonne,Térébenthine,foreign,0
Bayonne,Fruits secs et noix,france,768.0
Bayonne,Fruits secs et noix,foreign,0
Bayonne,Poils et crin,france,12948.0004316
Bayonne,Poils et crin,foreign,0
Bayonne,Habits et lingerie,france,6843.0
Bayonne,Habits et lingerie,foreign,0
Bayonne,Papier,france,350.0
Bayonne,Papier,foreign,0
Bayonne,Métaux divers et mélangés,france,1100.0
Bayonne,Métaux divers et mélangés,foreign,0
Bayonne,"Meubles, glaces et miroirs",france,120.0
Bayonne,"Meubles, glaces et miroirs",foreign,0
Lorient,"Gravelée, potasse et védasse",france,19458.549937969998
Lorient,"Gravelée, potasse et védasse",foreign,16180.0
Lorient,"Ouvrages de bois, liège et jonc",france,9753.0
Lorient,"Ouvrages de bois, liège et jonc",foreign,114773.0
Lorient,Eaux-de-vie et liqueurs,france,11170.0
Lorient,Eaux-de-vie et liqueurs,foreign,4370.0
Lorient,Indigo,france,55719.0
Lorient,Indigo,foreign,7800.0
Lorient,Métaux divers et mélangés,france,3710.80002496
Lorient,Métaux divers et mélangés,foreign,0
Lorient,Parfumerie et toilette,france,8990.0
Lorient,Parfumerie et toilette,foreign,0
Lorient,Divers mélangés,france,2982.0
